prod_name,collection,supplier,brand,color,pattern,category,cat_name,link,image
ER8240,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,PINK,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8240.jpg
WP2480,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,PINK,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2480.jpg
WP2421,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,GREY,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2421.jpg
WP2476,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BEIGE,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2476.jpg
WP2434,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLACK,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2434.jpg
WP2452,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BEIGE,NA,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2452.jpg
WP2442,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2442.jpg
WP2448,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,BLACK,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2448.jpg
WP2486,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,GREY,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2486.jpg
WP2414,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,BLACK,WHITE,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/WP2414.jpg
ER8230,WAVERLY_SMALL _PRINTS,YORK,WAVERLY,WHITE,BLACK,Waverly Small Print,smallprints,#,/images/WAVERLY_SMALL_PRINTS/ER8230.jpg
